invoiceId,issuerId,receiverId,amount,issueDate,paymentDate
20563,14,17,21386,2022-04-17,2022-05-29
20564,142,32,6421,2022-04-17,2022-06-21
20565,91,17,63185,2022-04-17,2022-06-12
20566,142,2,45806,2022-04-17,2022-05-31
20567,142,17,90762,2022-04-17,2022-06-14
20568,91,2,29040,2022-04-17,2022-06-01
20569,86,17,1192,2022-04-17,2022-04-17
20570,142,40,2467,2022-04-17,2022-04-17
20571,142,8,17373,2022-04-17,2022-04-17
20572,130,17,1723,2022-04-17,2022-04-17
20573,19,2,962,2022-04-17,2022-07-09
20574,78,17,223577,2022-04-17,2022-05-17
20575,120,17,4705,2022-04-17,2022-04-17
20576,142,17,149312,2022-04-17,2022-07-02
20577,65,17,7414,2022-04-17,2022-06-11
20578,9,2,2520,2022-04-17,2022-05-30
20579,142,8,21132,2022-04-17,2022-06-12
20580,78,17,95014,2022-04-17,2022-05-24
20581,78,2,79173,2022-04-17,2022-06-04
20582,91,2,41267,2022-04-17,2022-07-15
20583,142,2,154842,2022-04-17,2022-05-20
20584,142,17,178796,2022-04-17,2022-05-21
20585,142,32,17411,2022-04-17,2022-06-15
20586,142,1,6587,2022-04-17,2022-04-17
20587,78,17,319293,2022-04-17,2022-06-07
20588,78,17,1046032,2022-04-17,2022-07-09
20589,78,8,26068,2022-04-17,2022-06-29
20590,142,2,36009,2022-04-17,2022-07-01
20591,78,17,252986,2022-04-17,2022-04-17
20592,142,17,164465,2022-04-17,2022-07-07
20593,142,17,70260,2022-04-17,2022-06-27
20594,91,32,2930,2022-04-17,2022-06-07
20595,91,17,92882,2022-04-17,2022-04-17
20596,78,2,56385,2022-04-17,2022-05-17
20597,78,2,62267,2022-04-17,2022-04-17
20598,78,8,41671,2022-04-17,2022-06-13
20599,78,17,130881,2022-04-17,2022-05-24
20600,78,8,50755,2022-04-17,2022-04-17
20601,78,17,364900,2022-04-17,2022-04-17
20602,142,17,92142,2022-04-17,2022-04-17
20603,142,2,64020,2022-04-17,2022-07-10
20604,17,17,7190,2022-04-17,2022-05-25
20605,91,2,36802,2022-04-17,2022-06-05
20606,91,24,3835,2022-04-17,2022-07-16
20607,142,24,2482,2022-04-17,2022-04-17
20608,91,17,64135,2022-04-17,2022-04-17
20609,78,17,172504,2022-04-17,2022-06-25
20610,13,17,952,2022-04-17,2022-06-23
20611,120,17,4166,2022-04-17,2022-07-09
20612,78,40,11135,2022-04-17,2022-07-10
20613,70,17,4123,2022-04-17,2022-06-28
20614,78,0,8649,2022-04-17,2022-05-20
20615,93,7,1545,2022-04-17,2022-06-26
20616,78,2,57005,2022-04-17,2022-07-11
20617,78,7,23769,2022-04-17,2022-06-21
20618,142,12,4884,2022-04-17,2022-05-25
20619,78,17,119228,2022-04-17,2022-04-17
20620,91,17,95167,2022-04-17,2022-07-15
20621,142,17,80948,2022-04-17,2022-04-17
20622,142,17,110813,2022-04-17,2022-06-28
20623,28,17,4586,2022-04-17,2022-05-28
20624,91,12,13108,2022-04-17,2022-06-03
20625,78,12,9477,2022-04-17,2022-04-17
20626,127,2,3069,2022-04-17,2022-07-12
20627,127,2,6505,2022-04-18,2022-06-08
20628,78,2,66732,2022-04-18,2022-04-18
20629,91,24,2547,2022-04-18,2022-07-10
20630,78,2,72881,2022-04-18,2022-07-10
20631,142,17,198568,2022-04-18,2022-05-30
20632,142,7,12366,2022-04-18,2022-05-19
20633,78,0,7643,2022-04-18,2022-06-10
20634,142,2,57047,2022-04-18,2022-06-27
20635,91,32,3218,2022-04-18,2022-07-01
20636,78,2,73093,2022-04-18,2022-06-01
20637,78,8,28230,2022-04-18,2022-05-26
20638,78,17,132219,2022-04-18,2022-04-18
20639,91,32,9070,2022-04-18,2022-06-03
20640,142,12,11577,2022-04-18,2022-06-12
20641,142,17,82733,2022-04-18,2022-06-15
20642,142,17,166132,2022-04-18,2022-06-13
20643,142,2,39206,2022-04-18,2022-05-23
20644,142,17,502340,2022-04-18,2022-06-30
20645,91,17,54314,2022-04-18,2022-04-18
20646,78,17,114805,2022-04-18,2022-07-02
20647,142,17,420951,2022-04-18,2022-07-06
20648,142,12,12081,2022-04-18,2022-04-18
20649,78,17,173478,2022-04-18,2022-07-12
20650,78,17,218745,2022-04-18,2022-07-17
20651,142,17,96676,2022-04-18,2022-06-22
20652,93,17,4764,2022-04-18,2022-05-25
20653,91,8,10471,2022-04-18,2022-06-19
20654,78,17,144162,2022-04-18,2022-06-06
20655,14,7,6816,2022-04-18,2022-06-12
20656,91,17,76024,2022-04-18,2022-04-18
20657,87,17,1585,2022-04-18,2022-04-18
20658,78,2,67848,2022-04-18,2022-04-18
20659,78,17,131970,2022-04-18,2022-04-18
20660,91,17,82676,2022-04-18,2022-06-23
20661,91,2,47213,2022-04-18,2022-05-29
20662,78,17,102147,2022-04-18,2022-04-18
20663,78,2,61079,2022-04-18,2022-05-31
20664,127,0,1640,2022-04-18,2022-07-01
20665,78,17,106692,2022-04-18,2022-07-14
20666,78,17,93624,2022-04-18,2022-06-11
20667,29,17,7079,2022-04-18,2022-04-18
20668,29,17,7218,2022-04-18,2022-04-18
20669,127,32,2205,2022-04-18,2022-04-18
20670,142,8,124700,2022-04-18,2022-07-16
20671,78,0,5179,2022-04-18,2022-07-12
20672,78,2,76798,2022-04-18,2022-05-24
20673,142,17,148801,2022-04-18,2022-06-05
20674,91,17,105501,2022-04-18,2022-05-18
20675,91,0,2819,2022-04-18,2022-06-15
20676,142,8,15350,2022-04-18,2022-07-16
20677,142,2,54560,2022-04-18,2022-06-18
20678,142,2,59463,2022-04-18,2022-04-18
20679,142,17,109975,2022-04-18,2022-07-05
20680,78,0,6576,2022-04-18,2022-06-05
20681,99,2,1136,2022-04-18,2022-04-18
20682,142,17,277880,2022-04-18,2022-04-18
20683,91,17,237576,2022-04-18,2022-07-06
20684,78,2,316341,2022-04-18,2022-07-12
20685,78,17,105853,2022-04-18,2022-05-26
20686,142,17,178723,2022-04-18,2022-06-01
20687,91,12,4716,2022-04-18,2022-06-30
20688,142,17,509141,2022-04-18,2022-05-29
20689,78,17,254495,2022-04-18,2022-04-18
20690,78,17,147184,2022-04-18,2022-06-17
20691,91,17,166316,2022-04-18,2022-06-10
20692,142,12,5351,2022-04-18,2022-07-10
20693,14,17,19862,2022-04-18,2022-04-18
20694,78,17,159893,2022-04-18,2022-04-18
20695,142,2,52318,2022-04-18,2022-04-18
20696,142,17,94550,2022-04-18,2022-05-23
20697,142,17,94024,2022-04-18,2022-05-20
20698,78,17,430612,2022-04-18,2022-05-30
20699,2,2,3027,2022-04-18,2022-04-18
20700,78,2,369219,2022-04-18,2022-05-25
20701,78,2,61621,2022-04-18,2022-06-01
20702,120,17,4640,2022-04-18,2022-07-11
20703,78,4,3966,2022-04-18,2022-05-25
20704,78,17,95165,2022-04-18,2022-05-26
20705,78,17,122818,2022-04-18,2022-04-18
20706,111,17,1547,2022-04-18,2022-06-13
20707,142,17,149530,2022-04-18,2022-07-07
20708,78,2,69751,2022-04-18,2022-04-18
20709,78,17,167986,2022-04-18,2022-06-05
20710,29,17,4036,2022-04-18,2022-06-17
20711,78,12,10039,2022-04-18,2022-04-18
20712,142,32,9510,2022-04-18,2022-06-03
20713,65,2,16436,2022-04-18,2022-04-18
20714,91,17,57287,2022-04-18,2022-06-17
20715,78,17,249196,2022-04-18,2022-05-19
20716,78,2,148507,2022-04-18,2022-06-22
20717,78,2,100011,2022-04-18,2022-04-18
20718,78,2,55061,2022-04-18,2022-05-20
20719,14,2,9400,2022-04-18,2022-06-13
20720,78,2,188693,2022-04-18,2022-04-18
20721,78,17,383898,2022-04-18,2022-07-17
20722,78,2,98067,2022-04-18,2022-05-25
20723,78,2,58477,2022-04-18,2022-04-18
20724,142,2,76870,2022-04-18,2022-06-08
20725,142,40,1954,2022-04-18,2022-04-18
20726,78,17,192214,2022-04-18,2022-04-18
20727,123,2,3025,2022-04-18,2022-07-01
20728,25,17,2263,2022-04-18,2022-06-08
20729,78,40,9182,2022-04-19,2022-05-26
20730,78,2,61850,2022-04-19,2022-07-18
20731,142,17,81268,2022-04-19,2022-04-19
20732,113,17,1035,2022-04-19,2022-07-08
20733,142,17,150243,2022-04-19,2022-04-19
20734,78,12,13501,2022-04-19,2022-05-31
20735,78,17,168323,2022-04-19,2022-04-19
20736,29,17,3724,2022-04-19,2022-04-19
20737,142,17,72930,2022-04-19,2022-04-19
20738,2,17,2572,2022-04-19,2022-06-04
20739,142,2,48093,2022-04-19,2022-05-23
20740,78,17,524955,2022-04-19,2022-07-10
20741,78,2,44371,2022-04-19,2022-04-19
20742,14,17,19498,2022-04-19,2022-06-06
20743,142,44,1325,2022-04-19,2022-07-07
20744,142,17,159471,2022-04-19,2022-06-16
20745,78,17,213221,2022-04-19,2022-04-19
20746,78,2,63373,2022-04-19,2022-04-19
20747,78,2,47776,2022-04-19,2022-04-19
20748,78,17,95883,2022-04-19,2022-04-19
20749,78,0,8652,2022-04-19,2022-04-19
20750,142,1,14531,2022-04-19,2022-06-10
20751,91,2,36552,2022-04-19,2022-04-19
20752,78,2,60017,2022-04-19,2022-04-19
20753,78,17,217083,2022-04-19,2022-06-09
20754,87,17,1597,2022-04-19,2022-06-17
20755,78,12,8851,2022-04-19,2022-06-27
20756,91,17,141786,2022-04-19,2022-07-02
20757,142,2,38620,2022-04-19,2022-07-06
20758,142,40,2139,2022-04-19,2022-06-08
20759,78,17,153351,2022-04-19,2022-07-05
20760,91,17,54787,2022-04-19,2022-06-18
20761,142,17,100265,2022-04-19,2022-05-21
20762,142,17,439865,2022-04-19,2022-06-12
20763,142,17,336381,2022-04-19,2022-06-01
20764,142,17,122044,2022-04-19,2022-05-24
20765,142,2,43994,2022-04-19,2022-07-12
20766,91,17,122119,2022-04-19,2022-07-03
20767,78,17,126342,2022-04-19,2022-06-07
20768,91,17,129794,2022-04-19,2022-04-19
20769,142,32,10584,2022-04-19,2022-04-19
20770,78,2,54426,2022-04-19,2022-06-02
20771,142,32,8981,2022-04-19,2022-05-23
20772,78,0,5416,2022-04-19,2022-07-12
20773,120,17,4084,2022-04-19,2022-06-10
20774,91,17,130461,2022-04-19,2022-04-19
20775,91,7,6574,2022-04-19,2022-06-18
20776,91,2,49046,2022-04-19,2022-04-19
20777,65,40,1262,2022-04-19,2022-06-02
20778,78,2,64586,2022-04-19,2022-05-30
20779,142,17,117214,2022-04-19,2022-06-19
20780,142,17,374008,2022-04-19,2022-06-09
20781,19,40,510,2022-04-19,2022-06-11
20782,142,0,4640,2022-04-19,2022-06-14
20783,142,17,70592,2022-04-19,2022-04-19
20784,91,17,49077,2022-04-19,2022-05-31
20785,142,17,108952,2022-04-19,2022-04-19
20786,78,32,7488,2022-04-19,2022-04-19
20787,142,17,170931,2022-04-19,2022-04-19
20788,78,17,274694,2022-04-19,2022-04-19
20789,91,17,56341,2022-04-19,2022-07-14
20790,70,2,2472,2022-04-19,2022-04-19
20791,78,8,20062,2022-04-19,2022-07-02
20792,78,2,55431,2022-04-19,2022-05-21
20793,78,32,11315,2022-04-19,2022-06-29
20794,78,17,161442,2022-04-19,2022-06-30
20795,78,17,423763,2022-04-19,2022-05-19
20796,142,17,146034,2022-04-19,2022-07-05
20797,78,7,54401,2022-04-19,2022-07-08
20798,78,17,105043,2022-04-19,2022-07-18
20799,78,17,159864,2022-04-19,2022-06-24
20800,78,17,111824,2022-04-19,2022-06-15
20801,91,2,27765,2022-04-19,2022-04-19
20802,78,17,111260,2022-04-19,2022-07-01
20803,142,7,114347,2022-04-19,2022-04-19
20804,91,2,34567,2022-04-19,2022-06-14
20805,78,17,154472,2022-04-19,2022-06-11
20806,78,2,111352,2022-04-19,2022-06-15
20807,130,17,1990,2022-04-19,2022-07-07
20808,142,17,103936,2022-04-19,2022-04-19
20809,142,17,87331,2022-04-19,2022-06-26
20810,78,17,169658,2022-04-19,2022-06-04
20811,120,17,4351,2022-04-19,2022-04-19
20812,78,17,183920,2022-04-19,2022-07-05
20813,142,17,98643,2022-04-19,2022-04-19
20814,14,24,4865,2022-04-19,2022-06-30
20815,91,17,53335,2022-04-19,2022-04-19
20816,14,8,6128,2022-04-19,2022-05-22
20817,91,8,8427,2022-04-19,2022-06-30
20818,142,17,125935,2022-04-19,2022-04-19
20819,78,2,966083,2022-04-19,2022-07-17
20820,78,2,60584,2022-04-19,2022-06-21
20821,78,17,99505,2022-04-19,2022-05-31
20822,78,8,18755,2022-04-19,2022-05-29
20823,78,12,7159,2022-04-19,2022-05-28
20824,17,2,2748,2022-04-19,2022-04-19
20825,78,17,214240,2022-04-19,2022-07-03
20826,93,17,6307,2022-04-20,2022-05-30
20827,78,17,92960,2022-04-20,2022-04-20
20828,78,17,184851,2022-04-20,2022-05-29
20829,91,32,3852,2022-04-20,2022-06-19
20830,78,8,28354,2022-04-20,2022-06-24
20831,14,2,20378,2022-04-20,2022-06-08
20832,78,32,8752,2022-04-20,2022-04-20
20833,91,2,79888,2022-04-20,2022-05-25
20834,91,2,68616,2022-04-20,2022-06-01
20835,78,2,45815,2022-04-20,2022-07-13
20836,142,2,335019,2022-04-20,2022-06-21
20837,91,2,20056,2022-04-20,2022-05-31
20838,29,17,2466,2022-04-20,2022-04-20
20839,142,40,6473,2022-04-20,2022-06-14
20840,142,17,161042,2022-04-20,2022-06-21
20841,78,7,16335,2022-04-20,2022-04-20
20842,70,2,2162,2022-04-20,2022-04-20
20843,91,17,67397,2022-04-20,2022-07-17
20844,93,2,2603,2022-04-20,2022-04-20
20845,142,7,17853,2022-04-20,2022-05-22
20846,142,17,88439,2022-04-20,2022-05-31
20847,14,2,13873,2022-04-20,2022-04-20
20848,78,17,99984,2022-04-20,2022-04-20
20849,78,2,114640,2022-04-20,2022-07-11
20850,78,32,14816,2022-04-20,2022-04-20
20851,91,2,37882,2022-04-20,2022-07-12
20852,142,24,1679,2022-04-20,2022-04-20
20853,91,1,3714,2022-04-20,2022-04-20
20854,78,17,135597,2022-04-20,2022-05-24
20855,142,17,330968,2022-04-20,2022-06-08
20856,14,17,26589,2022-04-20,2022-07-16
20857,142,2,46154,2022-04-20,2022-07-08
20858,78,17,752857,2022-04-20,2022-04-20
20859,142,12,11896,2022-04-20,2022-04-20
20860,78,17,163096,2022-04-20,2022-07-05
20861,14,4,2398,2022-04-20,2022-07-05
20862,78,8,46675,2022-04-20,2022-06-17
20863,142,5,1251,2022-04-20,2022-05-22
20864,142,17,156535,2022-04-20,2022-06-21
20865,142,17,62418,2022-04-20,2022-07-09
20866,142,17,88083,2022-04-20,2022-04-20
20867,14,32,1633,2022-04-20,2022-05-29
20868,14,2,11741,2022-04-20,2022-06-08
20869,78,1,11915,2022-04-20,2022-07-10
20870,91,17,45832,2022-04-20,2022-05-28
20871,142,2,60312,2022-04-20,2022-06-16
20872,142,17,80791,2022-04-20,2022-07-19
20873,142,17,75659,2022-04-20,2022-04-20
20874,142,2,49356,2022-04-20,2022-07-06
20875,142,17,73328,2022-04-20,2022-05-29
20876,142,2,44196,2022-04-20,2022-06-17
20877,142,4,2543,2022-04-20,2022-07-03
20878,78,17,212953,2022-04-20,2022-04-20
20879,78,17,103067,2022-04-20,2022-05-24
20880,78,8,22258,2022-04-20,2022-04-20
20881,17,17,5024,2022-04-20,2022-07-13
20882,91,17,64817,2022-04-20,2022-04-20
20883,78,2,209018,2022-04-20,2022-06-23
20884,142,40,3129,2022-04-20,2022-06-09
20885,78,8,17752,2022-04-20,2022-06-19
20886,142,17,102595,2022-04-20,2022-04-20
20887,91,17,58742,2022-04-20,2022-07-06
20888,142,17,251847,2022-04-20,2022-05-29
20889,142,2,37038,2022-04-20,2022-07-08
20890,142,2,43076,2022-04-20,2022-06-12
20891,14,17,49382,2022-04-20,2022-06-04
20892,14,17,62080,2022-04-20,2022-07-17
20893,91,17,52983,2022-04-20,2022-06-30
20894,142,7,16103,2022-04-20,2022-04-20
20895,78,2,56558,2022-04-20,2022-07-17
20896,142,17,244875,2022-04-20,2022-04-20
20897,91,40,1332,2022-04-20,2022-06-04
20898,78,17,253286,2022-04-20,2022-04-20
20899,93,2,3376,2022-04-20,2022-06-07
20900,78,17,92933,2022-04-20,2022-06-15
20901,78,2,49176,2022-04-20,2022-05-23
20902,78,32,7209,2022-04-20,2022-05-30
20903,78,17,112474,2022-04-20,2022-06-14
20904,78,17,232619,2022-04-20,2022-04-20
20905,91,2,39368,2022-04-20,2022-06-09
20906,91,8,15746,2022-04-20,2022-07-18
20907,11,2,1131,2022-04-20,2022-07-14
20908,91,17,57359,2022-04-20,2022-05-28
20909,78,2,120054,2022-04-20,2022-04-20
20910,78,2,61657,2022-04-20,2022-07-05
20911,78,2,158586,2022-04-20,2022-06-03
20912,91,2,24483,2022-04-20,2022-04-20
20913,41,17,1080,2022-04-20,2022-04-20
20914,78,8,23785,2022-04-20,2022-07-01
20915,78,17,98448,2022-04-20,2022-04-20
20916,78,17,316152,2022-04-20,2022-07-15
20917,36,17,1422,2022-04-20,2022-04-20
20918,91,17,39940,2022-04-20,2022-06-02
20919,10,8,1359,2022-04-20,2022-06-30
20920,127,17,19571,2022-04-20,2022-05-23
20921,91,0,2561,2022-04-20,2022-06-24
20922,78,17,276131,2022-04-20,2022-06-25
20923,78,17,318456,2022-04-20,2022-06-25
20924,142,17,95245,2022-04-21,2022-06-16
20925,142,17,183377,2022-04-21,2022-04-21
20926,91,2,31870,2022-04-21,2022-06-09
20927,91,0,2566,2022-04-21,2022-06-05
20928,91,2,119293,2022-04-21,2022-06-15
20929,78,17,396659,2022-04-21,2022-07-20
20930,78,2,104301,2022-04-21,2022-06-18
20931,78,17,108359,2022-04-21,2022-04-21
20932,29,2,1432,2022-04-21,2022-04-21
20933,142,2,82011,2022-04-21,2022-06-01
20934,78,17,126455,2022-04-21,2022-06-20
20935,142,2,60377,2022-04-21,2022-05-21
20936,78,8,19872,2022-04-21,2022-07-04
20937,91,17,91366,2022-04-21,2022-04-21
20938,142,2,42476,2022-04-21,2022-05-27
20939,14,17,23360,2022-04-21,2022-06-08
20940,78,17,112077,2022-04-21,2022-07-08
20941,78,17,145567,2022-04-21,2022-04-21
20942,78,17,469245,2022-04-21,2022-06-21
20943,70,2,1990,2022-04-21,2022-06-22
20944,93,8,1948,2022-04-21,2022-07-19
20945,123,17,12553,2022-04-21,2022-07-07
20946,78,8,42085,2022-04-21,2022-04-21
20947,120,7,1070,2022-04-21,2022-04-21
20948,78,17,133069,2022-04-21,2022-04-21
20949,78,7,43395,2022-04-21,2022-05-23
20950,78,17,648379,2022-04-21,2022-07-17
20951,78,17,169418,2022-04-21,2022-04-21
20952,91,24,1795,2022-04-21,2022-06-17
20953,78,40,2677,2022-04-21,2022-04-21
20954,78,17,120813,2022-04-21,2022-05-27
20955,120,17,3837,2022-04-21,2022-06-14
20956,78,40,6366,2022-04-21,2022-07-01
20957,91,8,12366,2022-04-21,2022-04-21
20958,78,2,94759,2022-04-21,2022-04-21
20959,78,17,116791,2022-04-21,2022-06-28
20960,142,40,2033,2022-04-21,2022-04-21
20961,78,32,8769,2022-04-21,2022-06-25
20962,14,2,15586,2022-04-21,2022-05-31
20963,14,17,21396,2022-04-21,2022-06-23
20964,142,8,46489,2022-04-21,2022-06-10
20965,16,17,5087,2022-04-21,2022-06-25
20966,14,8,6667,2022-04-21,2022-05-22
20967,91,17,121111,2022-04-21,2022-04-21
20968,142,2,36496,2022-04-21,2022-06-03
20969,78,17,190577,2022-04-21,2022-04-21
20970,78,17,135971,2022-04-21,2022-04-21
20971,78,2,58348,2022-04-21,2022-04-21
20972,78,2,65203,2022-04-21,2022-04-21
20973,91,24,1667,2022-04-21,2022-04-21
20974,78,2,45722,2022-04-21,2022-05-30
20975,78,8,75402,2022-04-21,2022-06-25
20976,91,17,54338,2022-04-21,2022-06-13
20977,78,2,164272,2022-04-21,2022-05-26
20978,78,1,8537,2022-04-21,2022-05-23
20979,78,17,271879,2022-04-21,2022-07-09
20980,142,17,90451,2022-04-21,2022-07-02
20981,142,0,4757,2022-04-21,2022-04-21
20982,91,2,37093,2022-04-21,2022-06-20
20983,142,17,593663,2022-04-21,2022-06-07
20984,91,17,89560,2022-04-21,2022-07-13
20985,78,2,96293,2022-04-21,2022-06-07
20986,78,17,225514,2022-04-21,2022-07-20
20987,14,32,1258,2022-04-21,2022-06-07
20988,78,8,29233,2022-04-21,2022-04-21
20989,127,17,5475,2022-04-21,2022-06-20
20990,91,2,54434,2022-04-21,2022-06-04
20991,78,17,147276,2022-04-21,2022-04-21
20992,78,17,96378,2022-04-21,2022-04-21
20993,54,17,3165,2022-04-21,2022-06-22
20994,91,2,33371,2022-04-21,2022-05-29
20995,17,1,8311,2022-04-21,2022-06-28
20996,142,17,97338,2022-04-21,2022-04-21
20997,78,2,63037,2022-04-21,2022-07-07
20998,91,2,36149,2022-04-21,2022-06-03
20999,78,0,5075,2022-04-21,2022-06-16
21000,78,5,1355,2022-04-21,2022-07-05
21001,142,2,173503,2022-04-21,2022-06-22
21002,78,17,213479,2022-04-21,2022-04-21
21003,142,2,404158,2022-04-21,2022-06-11
21004,14,17,94008,2022-04-21,2022-07-07
21005,78,7,22244,2022-04-21,2022-04-21
21006,78,2,57201,2022-04-21,2022-04-21
21007,78,17,158544,2022-04-21,2022-06-30
21008,78,32,12523,2022-04-21,2022-06-28
21009,142,17,75004,2022-04-21,2022-05-21
21010,91,2,25924,2022-04-21,2022-06-30
21011,78,17,153573,2022-04-21,2022-07-13
21012,99,2,1519,2022-04-21,2022-06-21
21013,91,2,24482,2022-04-21,2022-04-21
21014,14,17,24039,2022-04-22,2022-07-20
21015,78,17,118536,2022-04-22,2022-05-23
21016,78,17,121072,2022-04-22,2022-06-25
21017,78,2,115630,2022-04-22,2022-06-11
21018,78,17,415095,2022-04-22,2022-04-22
21019,16,17,3904,2022-04-22,2022-05-30
21020,142,17,236809,2022-04-22,2022-07-10
21021,78,17,361879,2022-04-22,2022-06-10
21022,78,7,17960,2022-04-22,2022-04-22
21023,78,0,5059,2022-04-22,2022-04-22
21024,142,32,9969,2022-04-22,2022-06-09
21025,70,17,3697,2022-04-22,2022-04-22
21026,78,7,17917,2022-04-22,2022-04-22
21027,78,17,298388,2022-04-22,2022-05-30
21028,91,17,45029,2022-04-22,2022-07-14
21029,78,8,28458,2022-04-22,2022-06-03
21030,78,17,143170,2022-04-22,2022-07-06
21031,78,17,99611,2022-04-22,2022-04-22
21032,78,2,63639,2022-04-22,2022-04-22
21033,127,17,5438,2022-04-22,2022-06-06
21034,91,32,3050,2022-04-22,2022-06-23
21035,78,32,7612,2022-04-22,2022-06-26
21036,142,2,50190,2022-04-22,2022-07-05
21037,142,17,78934,2022-04-22,2022-04-22
21038,91,7,8059,2022-04-22,2022-04-22
21039,29,17,2237,2022-04-22,2022-06-26
21040,78,12,10869,2022-04-22,2022-04-22
21041,65,17,10127,2022-04-22,2022-04-22
21042,78,2,56001,2022-04-22,2022-07-06
21043,142,2,40843,2022-04-22,2022-04-22
21044,78,2,63307,2022-04-22,2022-06-30
21045,78,17,450145,2022-04-22,2022-04-22
21046,78,17,100556,2022-04-22,2022-06-10
21047,78,7,14177,2022-04-22,2022-04-22
21048,127,17,10335,2022-04-22,2022-04-22
21049,17,7,3405,2022-04-22,2022-04-22
21050,142,17,131105,2022-04-22,2022-07-10
21051,78,17,143434,2022-04-22,2022-07-12
21052,17,8,1461,2022-04-22,2022-07-01
21053,78,17,283329,2022-04-22,2022-04-22
21054,142,17,167762,2022-04-22,2022-06-17
21055,91,2,52418,2022-04-22,2022-06-10
21056,91,32,4177,2022-04-22,2022-06-29
21057,142,2,36309,2022-04-22,2022-07-09
21058,142,2,52351,2022-04-22,2022-05-26
21059,78,8,28870,2022-04-22,2022-07-09
21060,91,17,48729,2022-04-22,2022-04-22
21061,14,2,10194,2022-04-22,2022-06-21
21062,78,17,110917,2022-04-22,2022-05-23
21063,91,0,4523,2022-04-22,2022-04-22
21064,78,2,55409,2022-04-22,2022-07-12
21065,78,2,60849,2022-04-22,2022-07-12
21066,142,17,131950,2022-04-22,2022-07-21
21067,142,40,1874,2022-04-22,2022-06-15
21068,14,17,21873,2022-04-22,2022-05-28
21069,10,2,2441,2022-04-22,2022-04-22
21070,142,8,14041,2022-04-22,2022-04-22
21071,78,17,134710,2022-04-22,2022-07-13
21072,78,8,16969,2022-04-22,2022-04-22
21073,25,17,3664,2022-04-22,2022-06-18
21074,91,32,2866,2022-04-22,2022-07-01
21075,78,1,15140,2022-04-22,2022-05-26
21076,78,5,1310,2022-04-22,2022-06-27
21077,142,17,357859,2022-04-22,2022-04-22
21078,91,17,92487,2022-04-22,2022-06-15
21079,78,17,120596,2022-04-22,2022-07-07
21080,91,17,83442,2022-04-22,2022-06-30
21081,142,8,13583,2022-04-22,2022-04-22
21082,14,17,21212,2022-04-22,2022-07-20
21083,78,17,96221,2022-04-22,2022-04-22
21084,78,2,279169,2022-04-22,2022-06-07
21085,14,17,25545,2022-04-22,2022-06-23
21086,49,17,5576,2022-04-22,2022-04-22
21087,142,2,129906,2022-04-22,2022-06-06
21088,142,17,102039,2022-04-22,2022-06-28
21089,142,2,70850,2022-04-22,2022-04-22
21090,78,17,199093,2022-04-22,2022-06-16
21091,91,17,53434,2022-04-22,2022-05-26
21092,100,17,1720,2022-04-22,2022-06-26
21093,78,32,11759,2022-04-22,2022-04-22
21094,91,2,36067,2022-04-22,2022-04-22
21095,78,17,111585,2022-04-22,2022-05-31
21096,123,2,2422,2022-04-22,2022-04-22
21097,78,17,127423,2022-04-22,2022-07-18
21098,78,17,114506,2022-04-22,2022-06-27
21099,14,17,70111,2022-04-22,2022-07-21
21100,78,17,202146,2022-04-22,2022-04-22
21101,78,2,76027,2022-04-22,2022-06-09
21102,142,17,79670,2022-04-22,2022-06-24
21103,19,17,3936,2022-04-22,2022-06-16
21104,91,17,182393,2022-04-22,2022-04-22
21105,78,17,213286,2022-04-22,2022-07-16
21106,78,17,102046,2022-04-22,2022-06-11
21107,93,17,6560,2022-04-22,2022-06-27
21108,93,17,5159,2022-04-22,2022-07-07
21109,91,17,52339,2022-04-22,2022-06-22
21110,142,2,51914,2022-04-22,2022-07-21
21111,91,17,43564,2022-04-23,2022-06-22
21112,54,2,12133,2022-04-23,2022-06-08
21113,142,17,74740,2022-04-23,2022-07-09
21114,14,17,16274,2022-04-23,2022-04-23
21115,78,17,423930,2022-04-23,2022-07-09
21116,54,2,864,2022-04-23,2022-06-08
21117,14,17,18341,2022-04-23,2022-06-10
21118,14,2,11240,2022-04-23,2022-06-15
21119,78,17,239879,2022-04-23,2022-06-12
21120,78,2,73424,2022-04-23,2022-04-23
21121,78,17,137664,2022-04-23,2022-04-23
21122,78,2,63491,2022-04-23,2022-04-23
21123,78,2,70139,2022-04-23,2022-07-13
21124,91,17,59973,2022-04-23,2022-05-30
21125,142,17,128200,2022-04-23,2022-07-05
21126,142,2,63930,2022-04-23,2022-06-01
21127,142,2,55170,2022-04-23,2022-07-08
21128,49,17,3737,2022-04-23,2022-06-21
21129,14,2,8816,2022-04-23,2022-07-15
21130,91,17,44071,2022-04-23,2022-06-25
21131,25,17,2357,2022-04-23,2022-06-23
21132,91,17,47240,2022-04-23,2022-06-10
21133,91,17,51399,2022-04-23,2022-05-23
21134,91,2,75911,2022-04-23,2022-06-03
21135,78,17,155789,2022-04-23,2022-04-23
21136,78,17,294459,2022-04-23,2022-07-07
21137,14,17,17096,2022-04-23,2022-07-14
21138,142,17,84967,2022-04-23,2022-04-23
21139,78,17,205447,2022-04-23,2022-07-04
21140,78,17,100036,2022-04-23,2022-05-29
21141,78,0,8744,2022-04-23,2022-07-14
21142,142,8,14060,2022-04-23,2022-06-14
21143,78,17,263980,2022-04-23,2022-07-01
21144,50,17,1193,2022-04-23,2022-07-09
